language,structure,case,n,implementation,run,time_sec
cpp,hash_table,4. Get existing random order,1000000,unordered_flat_map,1,0.200293388
cpp,hash_table,4. Get existing random order,1000000,unordered_flat_map,2,0.191554966
cpp,hash_table,4. Get existing random order,1000000,unordered_flat_map,3,0.189751757
cpp,hash_table,4. Get existing random order,1000000,unordered_flat_map,4,0.186828561
cpp,hash_table,4. Get existing random order,1000000,unordered_flat_map,5,0.193335835
cpp,hash_table,4. Get existing random order,2000000,HashTable,1,0.886242471
cpp,hash_table,4. Get existing random order,2000000,HashTable,2,0.888581714
cpp,hash_table,4. Get existing random order,2000000,HashTable,3,0.887117123
cpp,hash_table,4. Get existing random order,2000000,HashTable,4,0.889679710
cpp,hash_table,4. Get existing random order,2000000,HashTable,5,0.890254217
cpp,hash_table,4. Get existing random order,2000000,unordered_flat_map,1,0.462328590
cpp,hash_table,4. Get existing random order,2000000,unordered_flat_map,2,0.455718104
cpp,hash_table,4. Get existing random order,2000000,unordered_flat_map,3,0.454134320
cpp,hash_table,4. Get existing random order,2000000,unordered_flat_map,4,0.453846425
cpp,hash_table,4. Get existing random order,2000000,unordered_flat_map,5,0.452985357
cpp,hash_table,4. Get existing random order,5000000,HashTable,1,2.487182222
cpp,hash_table,4. Get existing random order,5000000,HashTable,2,2.494964205
cpp,hash_table,4. Get existing random order,5000000,HashTable,3,2.491792956
cpp,hash_table,4. Get existing random order,5000000,HashTable,4,2.500629956
cpp,hash_table,4. Get existing random order,5000000,HashTable,5,2.501034824
cpp,hash_table,4. Get existing random order,5000000,unordered_flat_map,1,1.275601158
cpp,hash_table,4. Get existing random order,5000000,unordered_flat_map,2,1.270899004
cpp,hash_table,4. Get existing random order,5000000,unordered_flat_map,3,1.271871261
cpp,hash_table,4. Get existing random order,5000000,unordered_flat_map,4,1.259546220
cpp,hash_table,4. Get existing random order,5000000,unordered_flat_map,5,0.972715835
cpp,hash_table,4. Get existing random order,10000000,HashTable,1,4.921658565
cpp,hash_table,4. Get existing random order,10000000,HashTable,2,4.529820200
cpp,hash_table,4. Get existing random order,10000000,HashTable,3,4.391899815
